Institute Id,Institute Name,City,State,Score,Rank,TLR,RPC,GO,OI,Perception,year
IR17-ENGG-1-11519,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,39.64,68,58.15,12.72,54.89,66.69,7.28,3
IR17-ENGG-2-1-424,"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology, Design and Manufacturing (IIITDM), Jabalpur",Jabalpur,Madhya Pradesh,39.46,69,45.09,20.91,62.1,69.27,3.13,3
IR17-ENGG-2-18620,"Malaviya National Institute of Technology, Jaipur",Jaipur,Rajasthan,39.38,70,50.94,25.26,52.53,53.47,6.62,3
IR17-ENGG-1-18173,Dhirubhai Ambani Institute of Information and Communication Technology,Gandhinagar,Gujarat,39.38,70,55.93,7.81,60.31,70.52,11.47,3
IR17-ENGG-1-1-2812032529,Siddaganga Institute of Technology,Tumkur,Karnataka,39.36,72,64.56,5.41,59.89,59.86,4.0,3
IR17-ENGG-2-1-2811134396,Mepco Schlenk Engineering College,Sivakasi,Tamil Nadu,39.21,73,54.66,11.5,60.25,60.08,13.05,3
IR17-ENGG-2-12969,Guru Gobind Singh Indraprastha University,Dwarka,Delhi,39.16,74,51.63,25.78,53.25,49.44,3.45,3
IR17-ENGG-1-1-2812988445,International Institute of Information Technology,Hyderabad,Telangana,38.95,75,40.86,24.99,62.56,51.3,15.51,3
IR17-ENGG-1-17931,"Faculty of Technology & Engineering, The Maharaja Sayajirao University of Baroda",Vadodara,Gujarat,38.81,76,58.28,16.62,52.82,48.97,8.81,3
IR17-ENGG-1-1-2809338810,Army Institute of Technology,Pune,Maharashtra,38.7,77,54.85,1.05,67.36,76.35,8.24,3
IR17-ENGG-1-1-2811457679,"PSNA College of Engineering and Technology, Dindigul",Dindigul,Tamil Nadu,38.27,78,56.27,7.1,57.06,65.64,12.9,3
IR17-ENGG-2-18406,Nirma University,Ahmedabad,Gujarat,38.07,79,54.77,13.56,54.21,56.89,10.38,3
IR17-ENGG-1-1-2814018067,University College of Engineering,Hyderabad,Telangana,38.06,80,61.64,2.55,63.13,59.62,2.12,3
IR17-ENGG-2-1-2813435762,Sagi Ramakrishnam Raju Engineering College,Bhimavaram,Andhra Pradesh,37.88,81,58.45,0.83,56.33,71.44,16.85,3
IR17-ENGG-2-1-2456189964,Kumaraguru College of Technology,Coimbatore,Tamil Nadu,37.74,82,58.07,6.31,58.34,59.69,7.88,3
IR17-ENGG-2-18296,Jaypee University of Information Technology-Solan,Solan,Himachal Pradesh,37.46,83,49.84,13.87,52.03,76.54,2.91,3
IR17-ENGG-1-1-2811165868,R.M.K. Engineering College,Kavaraipettai,Tamil Nadu,37.45,84,60.64,4.51,55.86,61.68,5.67,3
IR17-ENGG-1-1-556,Punjab Engineering College,Chandigarh,Chandigarh,37.44,85,51.52,6.65,60.52,62.62,16.34,3
IR17-ENGG-2-1-541,PES University,Bengaluru,Karnataka,37.31,86,52.98,8.51,56.54,58.95,16.59,3
IR17-ENGG-2-18392,National Institute of Technology Manipur,Manipur,Manipur,37.27,87,62.72,0.68,54.18,70.89,3.19,3
IR17-ENGG-1-18575,"Vignan's Foundation for Science, Technology and Research",Guntur,Andhra Pradesh,37.11,88,57.25,2.82,48.23,70.42,23.89,3
IR17-ENGG-2-1-57,B.S. Abdur Rahman Institute of Science and Technology,Chennai,Tamil Nadu,36.97,89,62.6,9.92,42.97,62.83,3.51,3
IR17-ENGG-2-10487,Chaitanya Bharathi Institute of Technology,Hyderabad,Telangana,36.93,90,58.85,1.35,57.79,65.58,7.45,3
IR17-ENGG-2-15188,Saveetha Engineering College,Sriperumbudur,Tamil Nadu,36.88,91,49.94,4.73,64.45,70.27,5.64,3
IR17-ENGG-1-26228,C.V. Raman College of Engineering,Bhubneshwar,Odisha,36.82,92,52.53,5.51,49.95,72.48,21.66,3
IR17-ENGG-2-10284,College of Engineering Trivandrum,Thiruvananthapuram,Kerala,36.8,93,49.73,9.47,55.11,62.08,18.11,3
IR17-ENGG-2-10476,"Maharashtra Institute of Technology, Pune",Pune,Maharashtra,36.75,94,62.7,3.4,52.13,63.39,1.46,3
IR17-ENGG-1-12784,BMS Institute of Technology & Management,Bengaluru,Karnataka,36.67,95,60.5,5.27,50.66,62.29,5.78,3
IR17-ENGG-2-12411,Sri Sai Ram Engineering College,Chennai,Tamil Nadu,36.64,96,54.19,3.84,59.32,68.75,4.86,3
IR17-ENGG-2-12581,ST. Joseph's College of Engineering,Chennai,Tamil Nadu,36.51,97,59.47,6.74,49.39,64.92,2.8,3
IR17-ENGG-2-1-31,Andhra University,Visakhapatnam,Andhra Pradesh,36.42,98,41.94,15.81,66.86,48.27,9.03,3
IR17-ENGG-2-1-2810997882,K.S.Rangasamy College of Technology,Tiruchengode,Tamil Nadu,36.4,99,53.78,14.29,46.44,60.98,5.85,3
IR17-ENGG-2-1-365,National Institute of Technology Meghalaya,Shillong,Meghalaya,36.21,100,62.02,4.12,48.34,60.6,6.29,3
IR-2-E-OE-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,88.95,1,93.83,91.44,84.91,63.88,100.0,4
IR-3-E-OEM-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,84.82,2,89.61,96.04,76.53,44.71,93.48,4
IR-3-E-OEM-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,82.18,3,80.83,89.35,81.47,59.72,88.6,4
IR-5-E-OEMAL-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,77.78,4,73.73,84.26,85.65,53.99,78.51,4
IR-3-E-OEM-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,75.24,5,78.51,77.15,78.99,41.46,85.89,4
IR-4-E-OEMA-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,72.57,6,72.8,72.08,88.9,56.66,56.63,4
IR-2-E-OE-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam,69.25,7,86.29,61.54,76.51,50.46,45.49,4
IR-4-E-OEMA-U-0439,Anna University,Chennai,Tamil Nadu,67.04,8,64.6,72.08,68.55,52.3,71.04,4
IR-2-E-OE-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,60.87,9,80.63,44.22,71.03,55.11,36.94,4
IR-3-E-OEP-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,60.63,10,70.22,58.51,73.21,53.43,20.35,4
IR-2-E-OE-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,60.35,11,66.49,46.44,72.02,60.96,59.69,4
IR-2-E-OE-U-0575,Jadavpur University,Kolkata,West Bengal,59.82,12,58.26,68.5,77.63,29.09,33.49,4
IR-2-E-OE-U-0205,Indian Institute of Technology (Indian School of Mines) Dhanbad,Dhanbad,Jharkhand,59.24,13,64.7,53.04,74.73,59.99,29.73,4
IR-2-E-OE-U-0273,Indian Institute of Technology Indore,Indore,Madhya Pradesh,57.95,14,81.42,40.8,69.67,56.16,17.28,4
IR-2-E-OE-U-0357,National Institute of Technology Rourkela,Rourkela,Odisha,57.05,15,61.82,52.36,78.74,45.76,24.71,4
IR-3-E-OEM-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,57.02,16,54.64,55.4,65.51,59.22,49.93,4
IR-3-E-OEP-U-0391,Birla Institute of Technology & Science,Pilani,Rajasthan,56.98,17,68.55,38.31,69.71,60.21,49.6,4
IR-2-E-OE-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,56.89,18,81.45,39.77,64.08,59.02,17.99,4
IR-1-E-E-U-0701,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,56.62,19,64.43,42.55,77.62,41.66,48.44,4
IR-2-E-EM-I-1480,Thapar Institute of Engineering and Technology,Patiala,Punjab,56.14,20,69.77,45.75,73.11,56.55,12.01,4
IR-2-E-OE-U-0237,National Institute of Technology Surathkal,Surathkal,Karnataka,53.16,21,60.34,38.36,71.27,51.1,41.93,4
IR-2-E-OE-U-0584,"Indian Institute of Engineering Science and Technology, Shibpur",Howrah,West Bengal,53.24,21,67.15,45.47,61.09,40.27,32.03,4
IR-2-E-OE-U-0378,Indian Institute of Technology Ropar,Rupnagar,Punjab,52.8,22,77.84,29.53,65.29,60.61,14.73,4
IR-2-E-OE-U-0255,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,52.74,23,78.87,20.76,62.12,60.82,43.47,4
IR-2-E-OE-U-0064,Indian Institute of Technology Patna,Patna,Bihar,52.37,24,74.43,35.03,65.64,49.3,14.73,4
IR-2-E-OE-U-0025,National Institute of Technology Warangal,Warangal,Telangana,51.82,25,67.25,31.43,72.38,54.79,22.59,4
IR-5-E-OEMAP-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,51.12,26,71.22,36.61,59.88,51.69,16.21,4
IR-2-E-OE-U-0184,Indian Institute of Technology Mandi,Mandi,Himachal Pradesh,51.28,26,76.9,30.48,63.07,54.64,9.96,4
IR-2-E-OE-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,50.45,27,74.18,26.31,59.24,52.64,32.03,4
IR-3-E-OEM-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,50.31,29,69.82,23.64,55.96,49.87,60.95,4
IR-1-E-E-U-0334,Visvesvaraya National Institute of Technology,Nagpur,Maharashtra,49.55,31,63.78,35.85,64.68,56.13,11.2,4
IR-5-E-OEMAL-U-0108,Jamia Millia Islamia,New Delhi,Delhi,49.15,32,57.41,39.27,72.13,48.49,8.67,4
IR-4-E-OEML-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,48.74,33,61.27,33.34,64.59,58.93,15.48,4
IR-6-E-OEMALP-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,48.66,34,67.99,42.64,47.12,57.87,2.6,4
IR-7-E-OEMALDC-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,48.26,35,70.21,38.92,53.95,36.54,10.79,4
IR-1-E-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kancheepuram,Tamil Nadu,48.1,36,69.98,27.18,58.89,52.41,19.35,4
IR-4-E-OEMA-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,47.26,37,56.33,34.48,66.57,62.08,5.04,4
IR-1-E-E-U-0014,International Institute of Information Technology,Hyderabad,Telangana,46.87,38,49.08,31.56,77.96,54.24,16.57,4
IR-1-E-E-C-7252,Manipal Institute of Technology,Manipal,Karnataka,46.66,39,68.57,18.47,56.93,63.21,28.4,4
IR-3-E-OEA-C-26794,Thiagarajar College of Engineering,Madurai,Tamil Nadu,46.66,39,62.34,26.64,59.11,46.6,34.91,4
IR-2-E-OE-U-0098,Delhi Technological University,New Delhi,Delhi,46.57,41,54.83,29.75,70.78,48.7,21.65,4
IR-1-E-E-U-0017,Jawaharlal Nehru Technological University,Hyderabad,Telangana,46.4,42,72.7,27.91,55.73,43.77,6.89,4
IR-1-E-E-U-0172,National Institute of Technology Kurukshetra,Kurukshetra,Haryana,46.29,43,59.2,37.89,60.94,42.36,7.35,4
IR-3-E-OEM-S-8931,National Institute of Industrial Engineering,Mumbai,Maharashtra,45.91,44,79.15,2.63,73.55,59.67,6.89,4
IR-1-E-E-C-41593,College of Engineering,Pune,Maharashtra,45.9,45,60.44,23.96,66.29,46.51,26.74,4
IR-5-E-OEMDP-U-0473,SRM Institute of Science and Technology,Chennai,Tamil Nadu,45.51,46,58.66,31.97,54.06,61.87,13.2,4
IR-2-E-OE-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,45.34,47,52.84,36.28,64.9,43.94,12.41,4
IR-1-E-E-U-0530,Motilal Nehru National Institute of Technology,Allahabad,Uttar Pradesh,44.33,48,52.93,29.68,64.99,46.75,18.67,4
IR-2-E-EM-U-0020,Koneru Lakshmaiah Education Foundation University,Vaddeswaram,Andhra Pradesh,44.31,49,70.42,17.39,60.09,58.32,1.06,4
IR-1-E-E-U-0263,National Institute of Technology Calicut,Calicut,Kerala,44.3,50,55.17,26.58,60.6,41.85,34.67,4
IR-5-E-OEMLD-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,44.27,51,58.23,21.63,66.81,63.99,5.51,4
IR-2-E-OE-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,43.88,52,55.37,33.17,58.95,46.61,8.67,4
IR-1-E-E-C-6581,Pondicherry Engineering College,Puducherry,Pondicherry,43.7,53,62.07,19.84,65.32,42.72,17.99,4
IR-1-E-E-U-0395,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,43.4,54,67.83,18.13,56.92,55.85,6.44,4
IR-1-E-E-U-0284,Maulana Azad National Institute of Technology,Bhopal,Madhya Pradesh,43.34,55,56.88,23.54,69.57,46.73,6.44,4
IR-1-E-E-U-0221,International Institute of Information Technology Bangalore,Bengluru,Karnataka,43.2,56,58.67,15.71,69.25,61.28,9.1,4
IR-1-E-E-U-0055,National Institute of Technology Silchar,Silchar,Assam,43.09,57,61.32,26.01,62.32,35.65,8.67,4
IR-1-E-E-C-1269,R. V. College of Engineering,Bengaluru,Karnataka,42.98,58,66.43,13.67,63.12,52.94,10.37,4
IR-6-E-OEMLDP-U-0078,Panjab University,Chandigarh,Chandigarh,42.68,59,43.7,45.56,53.84,43.14,8.23,4
IR-1-E-E-C-1331,M. S. Ramaiah Institute of Technology,Bengaluru,Karnataka,42.25,60,64.56,13.01,61.42,57.03,9.96,4
IR-1-E-E-U-0149,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,42.11,61,52.57,29.06,60.17,45.52,10.37,4
IR-2-E-OE-C-36969,Coimbatore Institute of Technology,Coimbatore,Tamil Nadu,41.59,62,62.94,14.26,50.86,50.64,32.03,4
IR-1-E-E-U-0297,Defence Institute of Advanced Technology,Pune,Maharashtra,41.37,63,70.99,27.72,35.53,43.79,2.6,4
IR-3-E-OEA-U-0189,National Institute of Technology Hamirpur,Hamirpur,Himachal Pradesh,41.17,64,54.67,22.43,61.63,52.5,4.56,4
IR-1-E-E-C-24004,AU College of Engineering,Visakhapatnam,Andhra Pradesh,40.88,65,64.07,6.9,68.03,55.18,4.56,4
IR-1-E-E-U-0105,Indraprastha Institute of Information Technology Delhi,New Delhi,Delhi,40.69,66,47.47,24.85,70.0,39.95,9.96,4
IR-1-E-E-C-1262,B. M. S. College of Engineering,Bengaluru,Karnataka,40.32,67,64.05,7.95,62.67,51.06,10.79,4
IR-1-E-E-C-37065,Kongu Engineering College,Perundurai,Tamil Nadu,40.28,68,59.46,13.12,52.77,45.32,34.2,4
IR-2-E-OE-U-0507,Dayalbagh Educational Institute,Agra,Uttar Pradesh,39.98,69,63.33,9.78,57.1,51.51,14.73,4
IR-2-E-OE-U-0522,Jaypee Institute of Information Technology,Noida,Uttar Pradesh,39.88,70,48.0,21.07,58.39,53.21,21.65,4
IR-2-E-OE-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh,39.55,71,48.87,31.55,51.45,50.27,1.06,4
IR-3-E-OEM-U-0460,Karunya Institute of Technology and Sciences,Coimbatore,Tamil Nadu,39.27,72,53.24,20.03,48.51,55.91,20.02,4
IR-1-E-E-U-0080,PEC University of Technology,Chandigarh,Chandigarh,39.24,73,50.81,11.57,66.01,64.18,9.1,4
IR-1-E-E-U-0374,Dr. B. R. Ambedkar National Institute of Technology,Jalandhar,Punjab,38.65,74,55.33,18.26,59.32,42.06,5.04,4
IR-3-E-EMA-C-43708,College of Engineering Trivandrum,Thiruvananthapuram,Kerala,38.29,75,54.94,11.61,60.08,46.18,16.93,4
IR-2-E-OE-C-36984,Bannari Amman Institute of Technology,Sathyamangalam,Tamil Nadu,37.81,76,58.36,9.31,53.78,49.52,17.99,4
IR-2-E-OE-U-0489,Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,Chennai,Tamil Nadu,37.73,77,52.36,28.75,38.77,53.83,2.6,4
IR-1-E-E-C-1297,Siddaganga Institute of Technology,Tumkur,Karnataka,37.72,78,64.23,9.26,52.89,48.79,2.09,4
IR-4-E-OEMA-U-0445,B. S. Abdur Rahman Institute of Science and Technology,Chennai,Tamil Nadu,37.57,79,63.79,11.75,46.73,44.42,11.2,4
IR-1-E-E-C-27616,University College of Engineering,Hyderabad,Telangana,37.52,80,58.19,4.41,68.69,48.43,1.58,4
IR-1-E-E-U-0092,National Institute of Technology Raipur,Raipur,Chhattisgarh,37.38,81,53.28,16.68,55.99,50.27,1.58,4
IR-3-E-OEM-C-36926,Kumaraguru College of Technology,Coimbatore,Tamil Nadu,37.19,82,57.39,7.31,57.61,49.4,13.2,4
IR-1-E-E-C-41309,Bharati Vidyapeeth Deemed University College of Engineering,Pune,Maharashtra,37.01,83,52.34,7.37,59.5,65.63,6.44,4
IR-2-E-OE-U-0186,Jaypee University of Information Technology,Solan,Himachal Pradesh,37.0,84,45.26,16.66,53.23,55.7,21.96,4
IR-2-E-OE-C-24163,Sagi Ramakrishnam Raju Engineering College,Bhimavaram,Andhra Pradesh,36.89,85,61.09,1.68,58.2,62.1,2.09,4
IR-5-E-OEMAL-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,36.89,85,42.73,26.82,54.91,49.28,1.06,4
IR-3-E-OEM-U-0733,PES University,Bengaluru,Karnataka,36.86,87,51.56,12.16,54.62,60.91,7.35,4
IR-1-E-E-C-42054,Army Institute of Technology,Pune,Maharashtra,36.71,88,54.67,2.33,64.84,60.38,5.97,4
IR-1-E-E-C-30045,C. V. Raman College of Engineering,Bhubaneswar,Odisha,36.7,89,54.87,6.82,60.98,56.29,3.59,4
IR-1-E-E-U-0516,Indian Institute of Information Technology Allahabad,Allahabad,Uttar Pradesh,36.59,90,39.58,17.27,67.6,44.05,16.21,4
IR-1-E-E-U-0286,"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology, Design and Manufacturing (IIITDM) Jabalpur",Jabalpur,Madhya Pradesh,36.42,91,41.04,24.86,59.84,43.74,3.09,4
IR-1-E-E-U-0493,National Institute of Technology Agartala,Agratala,Tripura,36.36,92,54.42,20.09,46.76,42.46,4.08,4
IR-1-E-E-C-36975,Government College of Technology,Coimbatore,Tamil Nadu,36.35,93,50.86,8.46,50.37,55.9,28.93,4
IR-4-E-OEMA-U-0201,Shri Mata Vaishno Devi University,Katra,Jammu and Kashmir,36.28,94,65.02,12.58,47.97,34.12,0.0,4
IR-1-E-E-C-33641,Veermata Jijabai Technological Institute,Mumbai,Maharashtra,36.24,95,49.39,11.82,67.69,37.26,5.97,4
IR-4-E-OEMA-U-0458,Kalasalingam Academy of Research and Higher Education,Srivilliputtur,Tamil Nadu,36.22,96,59.06,12.3,48.68,47.64,3.09,4
IR-2-E-EP-C-18154,University College of Engingeering,Kakinada,Andhra Pradesh,36.1,97,56.04,5.7,61.37,53.06,0.0,4
IR-2-E-OE-U-0619,National Institute of Technology Meghalaya,Shillong,Meghalaya,36.0,98,63.62,11.41,48.19,35.93,2.6,4
IR-1-E-E-C-1371,New Horizon College of Engineering,Bengaluru,Karnataka,35.95,99,57.0,2.23,62.4,56.96,0.0,4
IR-1-E-E-C-1352,NITTE Meenakshi Institute of Technology,Bengaluru,Karnataka,35.84,100,57.24,2.53,57.97,57.19,5.97,4
IR-E-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,89.05,1,93.55,92.39,84.36,63.99,100.0,5
IR-E-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,85.36,2,85.8,96.18,80.32,56.19,90.85,5
IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,84.4,3,89.12,95.3,76.47,48.17,89.61,5
IR-E-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,79.41,4,73.14,88.2,84.12,57.79,84.14,5
IR-E-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,77.57,5,79.07,81.79,82.56,46.61,81.35,5
IR-E-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,74.57,6,75.05,75.9,89.84,58.65,54.61,5
IR-E-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam,70.87,7,82.55,63.6,78.45,58.86,54.49,5
IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,63.92,8,78.91,49.18,71.71,56.21,55.38,5
IR-E-U-0439,Anna University,Chennai,Tamil Nadu,63.12,9,63.17,64.13,63.24,52.66,70.13,5
IR-E-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,61.62,10,68.36,46.64,72.76,62.2,63.54,5
IR-E-U-0701,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,59.8,11,68.61,45.63,77.36,53.16,47.42,5
IR-E-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,59.73,12,67.76,57.3,76.32,49.68,19.77,5
IR-E-U-0273,Indian Institute of Technology Indore,Indore,Madhya Pradesh,59.35,13,75.66,49.17,70.18,57.3,21.29,5
IR-E-U-0575,Jadavpur University,Kolkata,West Bengal,59.09,14,53.4,65.71,74.79,37.83,46.2,5
IR-E-U-0205,Indian Institute of Technology (Indian School of Mines) Dhanbad,Dhanbad,Jharkhand,58.18,15,63.62,59.12,70.03,38.12,35.31,5
IR-E-U-0357,National Institute of Technology Rourkela,Rourkela,Odisha,57.75,16,59.99,56.05,75.71,46.34,31.6,5
IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,56.8,17,77.5,37.78,65.03,57.3,34.78,5
IR-E-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,56.46,18,54.65,57.34,63.57,56.69,44.81,5
IR-E-U-0584,Indian Institute of Engineering Science and Technology,Shibpur,West Bengal,56.35,19,73.65,45.77,59.79,47.23,38.39,5
IR-E-U-0184,Indian Institute of Technology Mandi,Mandi,Himachal Pradesh,56.0,20,78.61,34.57,68.06,65.65,18.72,5
IR-E-U-0237,National Institute of Technology Karnataka,Surathkal,Karnataka,55.25,21,59.48,41.31,75.46,50.4,48.85,5
IR-E-U-0064,Indian Institute of Technology Patna,Patna,Bihar,54.86,22,75.13,39.08,65.02,50.48,25.54,5
IR-E-I-1480,Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,Punjab,54.73,23,69.51,44.96,67.28,55.65,13.66,5
IR-E-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,54.32,24,80.59,31.01,56.26,61.34,34.59,5
IR-E-U-0391,Birla Institute of Technology & Science,Pilani,Rajasthan,53.82,25,63.61,35.15,71.4,54.5,44.67,5
IR-E-U-0025,National Institute of Technology Warangal,Warangal,Telangana,53.21,26,68.19,31.77,72.5,54.98,32.17,5
IR-E-U-0108,Jamia Millia Islamia,New Delhi,Delhi,53.13,27,64.25,42.18,75.11,50.9,10.88,5
IR-E-U-0263,National Institute of Technology Calicut,Kozhikode,Kerala,52.69,28,63.47,28.22,77.01,61.09,36.71,5
IR-E-U-0378,Indian Institute of Technology Ropar,Rupnagar,Punjab,52.37,29,76.84,29.22,64.57,60.1,16.27,5
IR-E-U-0255,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,52.12,30,77.52,22.75,61.95,56.2,40.33,5
IR-E-U-0334,Visvesvaraya National Institute of Technology,Nagpur,Maharashtra,51.27,31,64.81,40.49,65.09,57.66,8.92,5
IR-E-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,50.39,32,71.35,26.31,66.43,60.53,17.65,5
IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,50.1,33,66.84,35.8,57.78,52.0,25.54,5
IR-E-U-0098,Delhi Technological University,New Delhi,Delhi,49.97,34,60.27,28.07,72.07,53.38,37.22,5
IR-E-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,49.03,35,69.51,41.27,48.29,56.32,5.07,5
IR-E-U-0473,SRM Institute of Science and Technology,Chennai,Tamil Nadu,48.95,36,59.85,33.4,63.04,62.18,21.53,5
IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kancheepuram,Tamil Nadu,48.94,37,69.13,28.51,63.63,52.66,16.55,5
IR-E-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,48.83,38,65.79,31.04,64.66,56.42,12.14,5
IR-E-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,Telangana,48.73,39,53.08,34.19,73.4,52.49,26.21,5
IR-E-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,47.74,40,69.39,39.46,53.28,32.1,12.14,5
IR-E-U-0172,National Institute of Technology Kurukshetra,Kurukshetra,Haryana,47.58,41,61.36,36.64,58.47,51.21,13.66,5
IR-E-U-0530,Motilal Nehru National Institute of Technology,Allahabad,Uttar Pradesh,47.49,42,63.13,28.38,65.55,49.49,19.77,5
IR-E-C-7252,Manipal Institute of Technology,Manipal,Karnataka,47.31,43,68.43,20.68,53.91,62.59,35.31,5
IR-E-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,47.28,44,68.97,17.4,53.37,48.73,58.35,5
IR-E-U-0017,Jawaharlal Nehru Technological University,Hyderabad,Telangana,47.13,45,71.2,28.65,55.01,49.64,12.14,5
IR-E-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,46.47,46,52.84,36.16,63.3,46.54,24.63,5
IR-E-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,46.07,47,61.42,28.29,62.26,61.93,5.07,5
IR-E-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,45.94,48,65.59,19.17,61.6,68.5,13.36,5
IR-E-C-41593,College of Engineering,Pune,Maharashtra,45.89,49,58.17,26.17,64.17,51.79,25.77,5
IR-E-U-0395,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,45.75,50,67.68,23.44,57.02,63.26,6.86,5
IR-E-U-0055,National Institute of Technology Silchar,Silchar,Assam,45.61,51,61.31,29.86,61.71,47.42,11.83,5
IR-E-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,45.38,52,70.88,21.8,58.27,56.06,3.19,5
IR-E-U-0410,Malviya National Institute of Technology,Jaipur,Rajasthan,45.2,53,55.73,38.2,58.34,46.63,6.86,5
IR-E-U-0078,Panjab University,Chandigarh,Chandigarh,43.59,54,41.83,50.63,51.81,44.72,10.24,5
IR-E-U-0105,Indraprastha Institute of Information Technology,New Delhi,Delhi,43.49,55,56.55,24.08,69.36,41.49,12.76,5
IR-E-C-26794,Thiagarajar College of Engineering,Madurai,Tamil Nadu,43.38,56,61.68,18.98,56.74,49.23,29.2,5
IR-E-U-0297,Defence Institute of Advanced Technology,Pune,Maharashtra,43.29,57,66.68,32.43,41.05,47.69,5.8,5
IR-E-U-0149,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,41.88,58,51.01,27.6,60.91,51.3,9.92,5
IR-E-C-24004,College of Engineering Visakhapatnam,Visakhapatnam,Andhra Pradesh,41.72,59,65.78,7.41,67.66,55.88,6.51,5
IR-E-U-0189,National Institute of Technology Hamirpur,Hamirpur,Himachal Pradesh,41.48,60,54.71,23.0,60.48,52.12,8.59,5
IR-E-U-0458,Kalasalingam Academy of Research and Higher Education,Srivilliputtur,Tamil Nadu,41.26,61,67.6,14.08,53.96,55.7,3.95,5
IR-E-U-0284,Maulana Azad National Institute of Technology,Bhopal,Madhya Pradesh,40.98,62,53.27,24.05,66.59,40.74,3.95,5
IR-E-C-1269,R. V. College of Engineering,Bengaluru,Karnataka,40.88,63,63.58,10.81,60.99,50.62,13.06,5
IR-E-C-1331,M. S. Ramaiah Institute of Technology,Bengaluru,Karnataka,40.54,64,62.87,8.61,60.49,56.32,13.66,5
