Institute Id,Institute Name,City,State,Score,Rank,TLR,RPC,GO,OI,Perception,year
IR-E-C-33641,Veermata Jijabai Technological Institute,Mumbai,Maharashtra,40.58,71,57.29,11.04,68.16,52.93,11.55,6
IR-E-U-0078,Panjab University,Chandigarh,Chandigarh,40.44,72,40.82,43.55,51.63,40.27,7.59,6
IR-E-C-1262,B.M.S. College of Engineering,Bengaluru,Karnataka,40.35,73,62.07,11.92,55.53,52.58,17.79,6
IR-E-C-45375,Indian Institute of Food Processing Technology (IIFPT),Thanjavur,Tamil Nadu,40.24,74,70.18,5.41,53.5,58.94,9.84,6
IR-E-U-0493,National Institute of Technology Agartala,Agratala,Tripura,39.98,75,57.69,21.55,48.22,55.37,10.27,6
IR-E-C-6379,Netaji Subhas University of Technology (NSUT),South West,Delhi,39.97,76,49.6,22.68,62.41,44.55,13.6,6
IR-E-U-0620,National Institute of Technology Goa,Ponda,Goa,39.93,77,57.39,18.33,52.11,56.77,11.13,6
IR-E-U-0201,Shri Mata Vaishno Devi University,Katra,Jammu and Kashmir,39.68,78,69.41,18.63,41.79,48.0,1.1,6
IR-E-U-0207,National Institute of Technology Jamshedpur,Jamshedpur,Jharkhand,39.44,79,56.64,12.85,64.87,45.15,11.13,6
IR-E-U-0460,Karunya Institute of Technology and Sciences,Coimbatore,Tamil Nadu,39.4,80,56.5,20.5,50.75,54.83,6.65,6
IR-E-U-0286,Indian Institute of Information Technology Design & Manufacturing Jabalpur,Jabalpur,Madhya Pradesh,39.29,81,45.42,30.89,59.4,43.47,1.63,6
IR-E-C-36926,Kumaraguru College of Technology,Coimbatore,Tamil Nadu,39.24,82,63.11,11.35,54.41,45.37,14.79,6
IR-E-C-36995,Sri Krishna College of Engineering and Technology,Coimbatore,Tamil Nadu,38.83,83,62.69,4.26,63.05,48.54,12.79,6
IR-E-U-0747,Chandigarh University,Mohali,Punjab,38.82,84,64.38,4.74,51.98,74.73,2.16,6
IR-E-C-43708,College of Engineering Trivandrum,Thiruvananthapuram,Kerala,38.68,85,59.37,10.39,55.58,49.98,16.31,6
IR-E-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,38.61,86,46.4,32.31,49.33,47.61,3.71,6
IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,38.44,87,58.12,15.2,48.55,65.11,2.16,6
IR-E-C-27616,University College of Engineering,Hyderabad,Telangana,38.43,88,60.88,4.28,65.2,53.66,4.72,6
IR-E-U-0555,Graphic Era University,Dehradun,Uttarakhand,38.32,89,58.7,12.89,48.0,58.38,14.0,6
IR-E-C-36969,Coimbatore Institute of Technology,Coimbatore,Tamil Nadu,38.24,90,64.87,6.88,45.81,48.63,26.86,6
IR-E-C-1297,Siddaganga Institute of Technology,Tumkur,Karnataka,38.23,91,60.33,13.44,54.58,50.17,1.63,6
IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,38.21,92,52.49,16.6,59.09,43.42,13.2,6
IR-E-C-30045,C.V. Raman Global University ,Bhubaneswar,Odisha,37.94,93,59.49,5.07,58.7,57.65,10.7,6
IR-E-U-0733,PES University,Bengaluru,Karnataka,37.94,93,57.56,12.2,55.31,49.22,10.27,6
IR-E-U-0489,Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,Chennai,Tamil Nadu,37.86,95,57.7,24.09,36.36,59.88,0.55,6
IR-E-U-0522,Jaypee Institute of Information Technology,Noida,Uttar Pradesh,37.8,96,50.85,19.39,53.38,50.64,9.84,6
IR-E-C-18154,University College of Engineering,Kakinada,Andhra Pradesh,37.77,97,58.25,10.41,59.54,50.97,1.63,6
IR-E-U-0189,National Institute of Technology Hamirpur,Hamirpur,Himachal Pradesh,37.73,98,45.32,22.62,60.94,45.84,5.69,6
IR-E-C-35417,Bharati Vidyapeeth Deemed University College of Engineering,Pune,Maharashtra,37.71,99,54.62,3.35,65.4,66.06,6.18,6
IR-E-U-0267,Atal Bihari Vajpayee Indian Institute of Information Technology and Management,Gwalior,Madhya Pradesh,37.6,100,45.99,17.51,62.35,53.2,7.59,6
IR-E-C-27058,Mepco Schlenk Engineering College,Sivakasi,Tamil Nadu,37.52,101,49.72,18.31,52.51,47.18,18.86,6
IR-E-U-0507,Dayalbagh Educational Institute,Agra,Uttar Pradesh,37.51,102,61.29,7.89,52.51,53.47,8.95,6
IR-E-U-0516,Indian Institute of Information Technology Allahabad,Prayagraj (Allahabad),Uttar Pradesh,37.41,103,42.8,15.69,68.87,44.19,16.69,6
IR-E-U-0382,Punjab Technical University,Kapurthala,Punjab,37.1,104,68.53,31.0,13.06,43.6,2.69,6
IR-E-C-36975,Government College of Technology,Coimbatore,Tamil Nadu,37.1,104,53.25,9.94,51.64,53.9,24.15,6
IR-E-C-16626,Rajalakshmi Engineering College,Chennai,Tamil Nadu,37.01,106,62.19,4.51,57.76,51.77,2.69,6
IR-E-U-0454,Hindustan Institute of Technology  and Science (HITS),Chennai,Tamil Nadu,36.98,107,59.79,11.96,46.62,56.11,5.21,6
IR-E-C-16547,Sri Sairam Engineering College,Kancheepuram,Tamil Nadu,36.91,108,57.03,6.36,58.74,58.23,3.2,6
IR-E-C-42054,Army Institute of Technology,Pune,Maharashtra,36.85,109,54.68,2.33,64.18,62.39,6.65,6
IR-E-U-0163,The Northcap University,Gurgaon,Haryana,36.84,110,54.88,13.94,56.91,48.16,0.0,6
IR-E-U-0130,Dhirubhai Ambani Institute of Information and Communication Technology,Gandhinagar,Gujarat,36.8,111,47.25,10.86,68.33,49.81,7.12,6
IR-E-U-0190,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,36.72,112,53.75,22.22,46.02,47.26,0.0,6
IR-E-C-18886,Shri Ramdeobaba College of Engineering and Management,Nagpur,Maharashtra,36.62,113,60.35,5.29,56.88,51.33,4.22,6
IR-E-C-1371,New Horizon College of Engineering,Bengaluru,Karnataka,36.6,114,55.94,5.26,63.07,55.65,0.55,6
IR-E-U-0186,Jaypee University of Information Technology,Solan,Himachal Pradesh,36.55,115,48.53,18.76,54.81,46.44,7.59,6
IR-E-U-0143,Maharaja Sayajirao University of Baroda,Vadodara,Gujarat,36.54,116,57.31,13.41,51.16,47.33,3.71,6
IR-E-U-0223,Jain University,Bengluru,Karnataka,36.49,117,49.08,23.49,46.44,53.2,1.1,6
IR-E-U-0043,"Vignan's Foundation for Science, Technology & Research",Guntur,Andhra Pradesh,36.28,118,59.21,8.03,49.36,57.2,5.21,6
IR-E-U-0367,Veer Surendra Sai University of Technology,Burla,Odisha,36.13,119,51.53,19.97,47.54,46.54,5.21,6
IR-E-U-0175,YMCA University of Science and Technology,Faridabad,Haryana,35.91,120,60.17,6.39,55.19,47.37,1.63,6
IR-E-S-8898,"National Institute of Food Technology, Enterprenurship & Management",Sonipat,Haryana,35.65,121,53.96,3.72,59.1,64.06,1.1,6
IR-E-C-6581,Pondicherry Engineering College,Puducherry,Pondicherry,35.49,122,55.46,15.73,43.96,40.61,12.79,6
IR-E-U-0445,B. S. Abdur Rahman Crescent Institute of Science and Technology,Chennai,Tamil Nadu,35.41,123,62.25,8.72,45.67,45.18,4.72,6
IR-E-C-25622,Chaitanya Bharathi Institute of Technology,Hyderabad,Telangana,35.32,124,57.82,2.01,57.52,50.22,8.5,6
IR-E-C-33773,Bharatiya Vidya Bhavan`s Sardar Patel Institute of Technology,Mumbai,Maharashtra,35.27,125,53.58,7.74,59.93,46.69,2.16,6
IR-E-C-1413,Dayananda Sagar College of Engineering,Bengaluru,Karnataka,35.11,126,51.56,6.69,57.99,54.63,5.69,6
IR-E-C-19667,Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology,Hyderabad,Telangana,34.99,127,62.78,6.38,44.97,50.33,2.16,6
IR-E-C-1352,Nitte Meenakshi Institute of Technology,Bengaluru,Karnataka,34.97,128,58.44,6.1,49.4,53.09,4.22,6
IR-E-U-0774,DIT University,Dehradun,Uttarakhand,34.93,129,58.78,7.54,43.77,59.09,3.71,6
IR-E-U-0621,National Institute of Technology Puducherry,Karaikal,Pondicherry,34.87,130,54.57,3.41,54.45,58.82,7.12,6
IR-E-U-0146,Nirma University,Ahmedabad,Gujarat,34.85,131,53.9,10.82,50.6,46.14,7.12,6
IR-E-C-1412,JSS Science and Technology University   ,Mysuru,Karnataka,34.81,132,55.76,3.86,54.88,51.44,8.05,6
IR-E-C-1400,N M A M Institute of Technology,"Nitte, 
Udupi",Karnataka,34.73,133,58.73,5.43,50.17,48.85,5.69,6
IR-E-U-0535,Rajiv Gandhi Institute of Petroleum Technology,Amethi,Uttar Pradesh,34.59,134,56.16,7.55,56.28,42.16,0.0,6
IR-E-C-37065,Kongu Engineering College,Perundurai,Tamil Nadu,34.45,135,58.13,5.76,46.86,44.25,14.79,6
IR-E-U-0854,KLE Technological University,Dharwad,Karnataka,34.34,136,56.85,8.11,48.85,49.29,1.63,6
IR-E-U-0384,Sant Longowal Institute of Engineering & Technology,Longowal,Punjab,34.27,137,59.28,17.63,27.04,55.09,2.69,6
IR-E-U-0938,Dr. Vishwanath Karad MIT World Peace University,Pune,Maharashtra,34.17,138,60.56,4.32,47.57,48.17,3.71,6
IR-E-C-18817,G. H. Raisoni College of Engineering,Nagpur,Maharashtra,34.07,139,46.65,9.68,61.0,49.25,0.55,6
IR-E-C-18254,Yeshwantrao Chavan College of Engineering,Nagpur,Maharashtra,34.07,139,51.75,8.58,53.65,52.42,0.0,6
IR-E-C-19607,CVR College Of Engineering,Ibrahimpatan,Telangana,33.87,141,57.68,1.21,54.84,51.32,1.1,6
IR-E-C-37089,Sri Ramakrishna Engineering College,Coimbatore,Tamil Nadu,33.79,142,54.46,5.15,53.3,46.28,6.18,6
IR-E-C-19650,Vardhaman College of Engineering,Rangareddy,Telangana,33.75,143,57.23,4.18,52.41,48.49,0.0,6
IR-E-U-0332,The Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,Maharashtra,33.68,144,41.84,24.72,48.59,39.99,0.0,6
IR-E-U-0046,North Eastern Regional Institute of Science & Technology,Itanagar,Arunachal Pradesh,33.67,145,64.04,9.76,33.3,43.05,5.69,6
IR-E-U-0685,Indira Gandhi Delhi Technical University for Women,Delhi,Delhi,33.67,145,42.33,8.13,63.06,53.96,5.21,6
IR-E-C-1345,P E S College of Engineering,Mandya,Karnataka,33.65,147,59.25,0.71,51.11,54.45,0.0,6
IR-E-C-43264,National Institute of Foundry and Forge Technology (NIFFT),Ranchi,Jharkhand,33.57,148,54.46,2.27,58.68,41.41,6.65,6
IR-E-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,33.55,149,49.09,12.43,41.93,66.36,0.55,6
IR-E-C-37028,Sona College of Technology,Salem,Tamil Nadu,33.53,150,53.05,6.12,52.87,46.82,5.21,6
IR-E-N-10,SVKM`s Narsee Monjee Institute of Management Studies ,Mumbai,Maharashtra,33.5,151,56.06,5.17,48.62,51.89,2.16,6
IR-E-C-37064,Sri Krishna College of Technology,Coimbatore,Tamil Nadu,33.43,152,51.06,4.37,58.86,46.6,3.71,6
IR-E-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh,33.29,153,42.43,27.73,38.0,42.67,3.71,6
IR-E-C-6202,Heritage Institute of Technology,Kolkata,West Bengal,33.27,154,52.26,4.9,50.4,54.15,6.18,6
IR-E-C-16614,R. M. K. Engineering College,Thiruvallur,Tamil Nadu,33.24,155,54.27,2.25,54.24,53.21,1.1,6
IR-E-C-18010,Velagapudi Ramakrishna Siddhartha Engineering College,Vijayawada,Andhra Pradesh,33.13,156,55.02,5.36,47.11,53.23,2.69,6
IR-E-U-0592,Maulana Abul Kalam Azad University of Technology,Nadia,West Bengal,33.07,157,41.49,16.75,52.96,47.42,2.69,6
IR-E-U-0613,National Institute of Technology Manipur,Imphal,Manipur,33.02,158,54.89,8.29,42.86,53.25,1.63,6
IR-E-U-0213,Alliance University,Bengaluru,Karnataka,33.0,159,47.89,1.88,63.26,53.12,1.1,6
IR-E-C-16537,St. Josephs College of Engineering,Kancheepuram,Tamil Nadu,32.95,160,53.65,6.81,52.88,42.44,0.0,6
IR-E-C-19754,"SR Engineering College
",Warangal,Telangana,32.95,160,62.29,1.91,31.2,62.13,12.38,6
IR-E-U-0604,Amity University Gwalior,Gwalior,Madhya Pradesh,32.88,162,56.79,1.4,54.03,46.1,0.0,6
IR-E-C-6238,Haldia Institute of Technology,Haldia,West Bengal,32.83,163,49.15,6.8,50.2,55.8,4.22,6
IR-E-C-8277,Government Engineering College,Thrissur,Kerala,32.81,164,57.13,2.86,49.94,45.99,2.16,6
IR-E-I-1015,Vishwakarma Institute of Technology,Pune,Maharashtra,32.72,165,47.21,6.45,59.26,44.53,3.2,6
IR-E-U-0864,Harcourt Butler Technical University,Kanpur Nagar,Uttar Pradesh,32.69,166,59.15,2.31,46.82,42.34,6.65,6
IR-E-U-0564,University of Petroleum and Energy Studies,Dehradun,Uttarakhand,32.51,167,48.86,14.26,39.13,53.15,4.22,6
IR-E-C-11015,Walchand College of Engineering,Sangli,Maharashtra,32.39,168,50.11,4.15,54.99,47.43,3.71,6
IR-E-C-1336,BMS Institute of Technology & Management,Bengaluru,Karnataka,32.36,169,48.02,4.04,51.43,53.36,11.13,6
IR-E-C-19706,Institute of Aeronautical Engineering,Hyderabad,Telangana,32.26,170,50.61,7.28,45.04,54.16,4.72,6
IR-E-C-33584,K. J. Somaiya College of Engineering,Mumbai,Maharashtra,32.25,171,51.95,2.84,59.03,39.37,0.55,6
IR-E-C-19534,Goka Raju Ranga Raju Institute of Engineering & Technology,Hyderabad,Telangana,32.24,172,53.11,2.72,52.44,48.87,1.1,6
IR-E-C-42242,Maharshi Karve Stree Shikshan Samstha's Cummins College of Engineering for Women,Pune,Maharashtra,32.23,173,50.8,2.95,52.51,53.89,2.16,6
IR-E-U-0169,ManavRachna International Institute of Research & Studies,Faridabad,Haryana,32.21,174,51.95,4.1,51.73,49.28,1.1,6
IR-E-C-1438,The National Institute of Engineering,Mysore,Karnataka,32.17,175,51.97,2.65,51.05,50.57,5.21,6
IR-E-C-16572,Sri Venkateswara College of Engineering,Kancheepuram,Tamil Nadu,32.12,176,56.18,4.91,48.74,38.31,2.16,6
IR-E-U-0147,Pandit Deendayal Petroleum University,Gandhinagar,Gujarat,32.08,177,49.08,11.97,50.34,33.8,3.2,6
IR-E-C-9462,"School of Engineering, Cochin University of Science and Technology",Cochin,Kerala,32.04,178,50.08,14.19,38.55,44.77,5.69,6
IR-E-C-30153,"Silicon Institute of Technology (SIT), Bhubaneswar",Bhubaneswar,Odisha,32.0,179,52.9,2.66,47.2,56.2,2.69,6
IR-E-C-19747,Anurag Group of Institutions,Hyderabad,Telangana,31.74,180,56.55,1.44,43.97,54.98,0.55,6
IR-E-U-0373,Chitkara University,Rajpura,Punjab,31.72,181,48.34,7.56,47.86,53.83,0.0,6
IR-E-U-0455,"Indian Institute of Information Technology, Design & Manufacturing",Chennai,Tamil Nadu,31.63,182,35.51,7.8,57.62,53.05,18.15,6
IR-E-U-0739,Madan Mohan Malaviya University of Technology,Gorakhpur,Uttar Pradesh,31.6,183,47.49,15.84,44.1,35.1,2.69,6
IR-E-C-26929,Sree Vidyanikethan Engineering College,A.Rangampet,Andhra Pradesh,31.54,184,54.06,1.24,50.93,47.58,0.0,6
IR-E-C-26928,JNTUA College of Engineering,Anantapur,Andhra Pradesh,31.52,185,55.12,3.96,48.19,36.84,4.72,6
IR-E-C-1398,BNM Institute of Technology,Bengaluru,Karnataka,31.48,186,55.66,1.11,46.87,50.8,0.0,6
IR-E-C-26162,Vasavi College of Engineering,Hyderabad,Telangana,31.46,187,48.8,0.75,56.58,50.47,2.16,6
IR-E-C-17913,Gayatri Vidya Parishad College of Engineering,Visakhapatnam,Andhra Pradesh,31.38,188,54.28,1.69,45.48,48.12,6.65,6
IR-E-C-27089,National Engineering College,Kovilpatti,Tamil Nadu,31.36,189,53.98,5.99,42.9,46.85,1.1,6
IR-E-C-26905,G.Pulla Reddy Engineering College,Kurnool,Andhra Pradesh,31.35,190,53.11,1.15,48.27,51.6,2.69,6
IR-E-C-6192,Institute of Engineering & Management,Kolkata,West Bengal,31.33,191,43.74,7.8,51.73,52.96,2.16,6
IR-E-C-16476,Sri Sai Ram Institute of Technology,Chennai,Tamil Nadu,31.32,192,48.89,2.8,54.08,47.67,2.16,6
IR-E-U-0129,Dharmsinh Desai University,Nadiad,Gujarat,31.29,193,49.4,2.29,59.12,36.87,2.69,6
IR-E-U-0405,The LNM Institute of Information Technology,Jaipur,Rajasthan,31.24,194,41.95,12.14,53.25,43.08,0.55,6
IR-E-U-0162,Guru Jambheshwar University of Science and Technology,Hisar,Haryana,31.23,195,41.05,13.82,51.92,40.13,3.71,6
IR-E-C-42227,Dr. D. Y. Patil Institute of Technology,Pune,Maharashtra,31.15,196,49.69,1.66,53.63,48.5,1.63,6
IR-E-C-49660,Pimpri Chinchwad College of Engineering,Pune,Maharashtra,31.13,197,46.11,7.36,50.73,48.76,0.55,6
IR-E-C-34167,Ramrao Adik Institute of Technology,Navi Mumbai,Maharashtra,31.11,198,53.6,3.82,45.75,47.25,0.0,6
IR-E-C-48145,BVRIT Hyderabad,Hyderabad,Telangana,31.1,199,49.16,0.46,53.74,52.98,1.63,6
IR-E-U-0615,National Institute of Technology Arunachal Pradesh,Itanagar,Arunachal Pradesh,31.09,200,50.56,9.06,39.36,46.21,7.12,6
IR-E-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,90.19,1,95.47,96.43,81.92,62.44,100.0,7
IR-E-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,88.96,2,91.76,95.82,80.97,66.39,98.63,7
IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,85.16,3,89.32,92.56,79.71,53.68,92.88,7
IR-E-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,83.22,4,86.71,83.13,89.79,55.96,87.05,7
IR-E-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,82.03,5,80.51,88.59,83.01,58.46,88.5,7
IR-E-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,78.08,6,79.28,78.13,90.74,63.36,63.59,7
IR-E-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam,73.84,7,79.25,70.32,84.63,59.83,60.58,7
IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,68.69,8,82.6,56.9,72.54,56.58,66.7,7
IR-E-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,66.08,9,70.0,54.63,78.13,61.35,69.32,7
IR-E-U-0237,National Institute of Technology Karnataka,Surathkal,Karnataka,64.19,10,73.15,50.17,78.62,64.54,50.18,7
IR-E-U-0205,Indian Institute of Technology (Indian School of Mines),Dhanbad,Jharkhand,64.07,11,69.29,65.53,73.12,54.62,35.36,7
IR-E-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,63.68,12,61.41,69.7,67.01,59.84,49.73,7
IR-E-U-0273,Indian Institute of Technology Indore,Indore,Madhya Pradesh,62.56,13,76.22,55.89,71.57,55.76,30.29,7
IR-E-U-0701,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,62.1,14,67.4,51.62,79.07,55.8,49.96,7
IR-E-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,60.31,15,75.45,54.62,72.56,45.67,21.98,7
IR-E-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,59.67,16,69.63,59.01,59.56,56.68,35.04,7
IR-E-U-0575,Jadavpur University,Kolkata,West Bengal,59.19,17,54.82,60.61,76.88,43.0,48.82,7
IR-E-U-0439,Anna University,Chennai,Tamil Nadu,58.31,18,66.29,50.06,58.6,50.87,65.95,7
IR-E-U-0378,Indian Institute of Technology Ropar,Rupnagar,Punjab,58.09,19,81.35,34.08,69.1,62.78,33.74,7
IR-E-U-0357,National Institute of Technology Rourkela,Rourkela,Odisha,58.02,20,62.21,56.58,72.53,50.72,28.08,7
IR-E-U-0064,Indian Institute of Technology Patna,Patna,Bihar,57.38,21,76.49,44.92,63.77,53.22,28.83,7
IR-E-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,56.86,22,82.1,35.05,57.31,62.64,39.87,7
IR-E-U-0025,National Institute of Technology Warangal,Warangal,Telangana,56.76,23,67.88,39.6,74.47,55.52,40.72,7
IR-E-I-1480,Thapar Institute of Engineering and Technology,Patiala,Punjab,56.76,23,64.89,51.54,68.52,56.05,25.35,7
IR-E-U-0263,National Institute of Technology Calicut,Kozhikode,Kerala,56.48,25,68.0,34.63,77.94,63.52,37.53,7
IR-E-U-0391,Birla Institute of Technology & Science -Pilani,Pilani,Rajasthan,56.35,26,62.96,39.96,79.57,55.73,39.87,7
IR-E-U-0584,Indian Institute of Engineering Science and Technology,Shibpur,West Bengal,56.2,27,66.13,47.54,64.47,49.7,42.36,7
IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,55.71,28,75.09,37.81,66.44,55.62,29.93,7
IR-E-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,55.48,29,69.23,42.64,68.37,56.43,26.15,7
IR-E-U-0334,Visvesvaraya National Institute of Technology,Nagpur,Maharashtra,54.94,30,66.19,46.05,70.66,53.53,17.84,7
IR-E-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,54.87,31,68.46,57.24,52.38,56.94,9.87,7
IR-E-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,54.77,32,75.76,34.28,70.16,65.14,12.15,7
IR-E-U-0108,Jamia Millia Islamia,New Delhi,Delhi,54.46,33,60.27,50.0,72.96,54.71,13.24,7
IR-E-U-0473,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,54.17,34,60.31,50.91,67.01,60.9,13.24,7
IR-E-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,54.0,35,71.79,50.09,56.66,40.38,20.65,7
IR-E-U-0098,Delhi Technological University,New Delhi,Delhi,53.96,36,66.23,31.79,73.63,58.61,39.59,7
IR-E-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,53.95,37,70.69,43.21,62.04,57.79,15.86,7
IR-E-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,53.22,38,71.47,37.62,67.55,57.06,12.7,7
IR-E-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,53.12,39,69.99,29.98,70.72,76.68,13.24,7
IR-E-U-0255,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,52.85,40,77.49,23.18,61.09,65.27,39.01,7
IR-E-U-0184,Indian Institute of Technology Mandi,Mandi,Himachal Pradesh,52.58,41,65.95,35.39,69.05,61.66,21.98,7
IR-E-U-0530,Motilal Nehru National Institute of Technology,Prayagraj,Uttar Pradesh,51.9,42,64.23,34.07,73.63,54.84,21.98,7
IR-E-U-0395,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,51.56,43,76.38,28.07,62.59,63.34,13.78,7
IR-E-U-0172,National Institute of Technology Kurukshetra,Kurukshetra,Haryana,50.59,44,62.2,40.64,62.01,53.66,19.73,7
IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kancheepuram,Tamil Nadu,50.2,45,66.95,34.56,61.71,53.48,20.65,7
IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,50.06,46,68.2,34.19,58.24,50.41,26.54,7
IR-E-U-0149,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,49.99,47,64.14,34.39,65.08,56.74,17.35,7
IR-E-U-0055,National Institute of Technology Silchar,Silchar,Assam,49.57,48,63.11,40.36,61.95,52.73,8.68,7
IR-E-U-0374,Dr. B. R. Ambedkar National Institute of Technology,Jalandhar,Punjab,49.01,49,67.97,27.72,60.78,63.12,18.32,7
IR-E-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,48.49,50,71.09,38.38,48.62,55.06,4.23,7
IR-E-C-7252,Manipal Institute of Technology,Manipal,Karnataka,48.17,51,70.14,28.99,50.15,62.03,21.98,7
IR-E-C-41593,"College of Engineering, Pune",Pune,Maharashtra,48.12,52,64.83,22.39,67.83,54.17,29.57,7
IR-E-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,47.91,53,68.57,23.58,48.35,48.89,57.14,7
IR-E-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,Telangana,47.12,54,50.76,33.07,71.08,51.44,26.15,7
IR-E-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,46.65,55,59.83,41.05,45.39,63.17,9.87,7
IR-E-U-0458,Kalasalingam Academy of Research and Higher Education,Srivilliputtur,Tamil Nadu,46.57,56,64.24,24.41,60.42,65.23,13.78,7
IR-E-U-0249,Visvesvaraya Technological University,Belgaum,Karnataka,45.63,57,70.27,31.03,47.84,49.93,6.83,7
IR-E-U-0297,Defence Institute of Advanced Technology,Pune,Maharashtra,45.52,58,67.03,33.73,52.16,45.71,2.87,7
IR-E-U-0619,National Institute of Technology Meghalaya,Shillong,Meghalaya,45.37,59,67.63,24.12,55.3,64.22,3.56,7
IR-E-U-0284,Maulana Azad National Institute of Technology,Bhopal,Madhya Pradesh,45.02,60,55.71,28.88,63.97,58.59,9.87,7
IR-E-U-0747,Chandigarh University,Mohali,Punjab,45.01,61,68.9,17.05,46.81,76.33,22.42,7
IR-E-U-0017,Jawaharlal Nehru Technological University,Hyderabad,Telangana,44.95,62,72.29,27.99,41.03,53.8,12.7,7
IR-E-U-0105,"Indraprastha Institute of Information Technology, Delhi",New Delhi,Delhi,44.85,63,54.79,31.79,68.04,39.39,13.24,7
IR-E-U-0092,National Institute of Technology Raipur,Raipur,Chhattisgarh,44.83,64,60.57,28.98,59.26,58.32,2.87,7
IR-E-C-1331,M. S. Ramaiah Institute of Technology,Bengaluru,Karnataka,43.74,65,66.25,16.84,60.05,53.7,14.31,7
IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,43.69,66,62.69,25.97,45.82,64.46,14.83,7
IR-E-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,43.64,67,59.29,14.29,67.27,74.92,6.19,7
IR-E-U-0147,Pandit Deendayal Petroleum University,Gandhinagar,Gujarat,43.17,68,70.06,23.25,53.33,42.09,2.87,7
IR-E-U-0197,National Institute of Technology Srinagar,Srinagar,Jammu and Kashmir,42.63,69,65.87,14.29,57.85,63.89,6.19,7
IR-E-U-0080,"Punjab Engineering College (Deemed to be University), Chandigarh",Chandigarh,Chandigarh,42.62,70,55.98,15.24,65.57,55.41,26.15,7
IR-E-C-26794,Thiagarajar College of Engineering,Madurai,Tamil Nadu,42.58,71,56.11,18.65,60.91,50.99,28.83,7
IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,42.06,72,54.45,24.3,61.87,50.77,9.87,7
IR-E-U-0795,Indian Institute of Information Technology Guwahati,Guwahati,Assam,41.98,73,64.87,9.13,56.91,53.01,31.01,7
IR-E-C-24004,College of Engineering (A),Visakhapatnam,Andhra Pradesh,41.92,74,64.45,9.77,69.23,53.92,4.23,7
IR-E-U-0555,Graphic Era University,Dehradun,Uttarakhand,41.83,75,64.78,13.64,49.07,60.45,24.53,7
IR-E-U-0221,International Institute of Information Technology Bangalore,Bengaluru,Karnataka,41.64,76,58.9,10.89,63.64,60.93,18.8,7
IR-E-C-1269,R.V. College of Engineering,Bengaluru,Karnataka,41.52,77,63.87,14.45,57.01,50.3,15.86,7
IR-E-C-36995,Sri Krishna College of Engineering and Technology,Coimbatore,Tamil Nadu,41.29,78,62.23,10.86,63.26,49.71,17.35,7
